-0.01;-0.01;1.03;2.42;1.15;-5.51;-0.08;0.39;-0.43
-0.01;-0.02;1.03;2.78;1.05;-5.8;-0.08;0.38;-0.43
-0.01;-0.01;1.03;2.59;0.7;-5.61;-0.08;0.39;-0.43
-0.01;-0.01;1.03;2.51;1.13;-5.7;-0.08;0.38;-0.43
-0.01;-0.02;1.03;2.3;1.07;-5.85;-0.07;0.38;-0.42
-0.01;-0.01;1.03;2.58;0.99;-5.85;-0.07;0.38;-0.43
-0.01;-0.01;1.03;2.26;1.18;-5.51;-0.07;0.38;-0.43
-0.01;-0.01;1.03;2.72;0.77;-6.0;-0.08;0.38;-0.42
-0.01;-0.01;1.03;2.63;0.96;-5.88;-0.07;0.38;-0.42
-0.01;-0.01;1.05;2.48;1.14;-5.88;-0.07;0.38;-0.43
-0.01;-0.01;1.03;2.31;1.2;-5.66;-0.07;0.38;-0.42
-0.01;-0.01;1.03;2.74;0.98;-5.96;-0.07;0.38;-0.42
-0.01;-0.01;1.03;2.45;0.95;-5.61;-0.08;0.38;-0.42
-0.01;-0.01;1.03;2.51;0.81;-5.86;-0.08;0.38;-0.42
-0.01;-0.01;1.03;2.45;0.88;-5.87;-0.08;0.38;-0.42
-0.01;-0.01;1.03;2.51;1.23;-5.67;-0.08;0.38;-0.42
-0.01;-0.01;1.03;2.92;1.13;-6.13;-0.08;0.38;-0.42
-0.01;-0.01;1.03;2.18;1.04;-5.93;-0.08;0.38;-0.42
-0.01;-0.0;1.03;2.45;1.04;-5.62;-0.07;0.38;-0.43
-0.01;-0.01;1.03;2.47;1.03;-5.94;-0.08;0.38;-0.42
-0.01;-0.01;1.03;2.53;1.12;-5.79;-0.08;0.38;-0.42
-0.01;-0.01;1.04;2.5;1.12;-6.05;-0.07;0.39;-0.42
-0.01;-0.01;1.03;2.62;0.84;-5.67;-0.08;0.38;-0.43
-0.01;-0.01;1.03;2.28;0.98;-5.43;-0.08;0.38;-0.42
-0.01;-0.01;1.03;2.22;1.22;-5.91;-0.08;0.38;-0.42
-0.01;-0.01;1.03;2.29;1.27;-5.75;-0.08;0.38;-0.42
-0.01;-0.01;1.03;2.27;1.1;-5.35;-0.08;0.38;-0.43
-0.01;-0.01;1.03;2.3;1.17;-5.94;-0.08;0.38;-0.42
-0.01;-0.01;1.02;2.74;1.05;-5.64;-0.07;0.38;-0.43
-0.01;-0.01;1.03;2.47;1.08;-5.97;-0.08;0.38;-0.42
-0.01;-0.01;1.03;2.37;0.95;-5.94;-0.07;0.38;-0.42
-0.01;-0.01;1.04;2.43;0.78;-5.97;-0.07;0.38;-0.43
-0.01;-0.01;1.03;2.42;1.05;-5.97;-0.07;0.38;-0.43
-0.01;-0.01;1.03;2.53;0.99;-5.48;-0.07;0.38;-0.42
-0.01;-0.01;1.03;2.46;1.04;-5.8;-0.08;0.38;-0.43
-0.01;-0.01;1.03;2.57;1.06;-5.88;-0.08;0.38;-0.43
-0.01;-0.01;1.03;2.15;0.87;-5.88;-0.07;0.38;-0.42
-0.01;-0.01;1.03;2.45;1.16;-5.68;-0.07;0.38;-0.43
-0.01;-0.01;1.03;2.47;0.97;-5.88;-0.08;0.38;-0.42
-0.01;-0.01;1.03;2.17;1.14;-5.68;-0.08;0.38;-0.42
-0.01;-0.01;1.03;2.53;1.04;-5.91;-0.07;0.38;-0.42
-0.01;-0.01;1.05;2.57;1.08;-6.13;-0.07;0.38;-0.42
