44118,26,2,1,-426,24,-27
44137,26,4,1,-426,24,-23
44155,25,6,1,-425,24,-20
44171,27,10,1,-424,24,-16
44188,27,10,1,-424,24,-16
44205,26,16,1,-423,25,-12
44222,24,19,1,-423,24,-8
44238,23,23,1,-422,24,-4
44255,23,23,1,-422,24,-4
44274,22,25,1,-421,24,0
44294,25,27,1,-421,24,3
44312,27,27,1,-420,24,6
44332,22,42,1,-419,24,11
44349,25,40,1,-419,24,14
44368,24,40,0,-419,24,18
44387,22,41,0,-419,24,21
44403,22,41,0,-419,24,21
44421,23,40,0,-418,24,24
44438,23,38,0,-418,24,26
44456,24,40,0,-417,24,28
44475,19,50,0,-417,23,31
44492,18,52,0,-416,22,34
44512,18,52,0,-416,22,34
44529,17,53,0,-416,22,37
44545,17,54,0,-416,21,39
44561,18,51,0,-416,21,41
44579,20,50,0,-415,20,43
44595,20,50,0,-415,20,43
44612,21,53,-1,-415,20,45
44628,13,60,-2,-415,19,48
44645,5,81,-2,-414,18,52
44664,10,92,-2,-414,17,57
44682,10,92,-2,-414,17,57
44701,13,72,-2,-415,16,59
44720,15,70,-2,-415,16,61
44738,12,61,-2,-416,15,61
44757,5,58,-2,-416,14,62
44774,6,58,-2,-417,13,62
44790,14,55,-2,-417,13,62
44809,14,55,-2,-417,13,62
44828,8,57,-2,-417,13,62
44846,7,54,-2,-418,12,62
44863,6,60,-1,-418,12,62
44880,11,61,-1,-418,11,63
44900,12,64,-1,-419,11,63
44917,18,61,-1,-419,12,64
44935,18,61,-1,-419,12,64
44951,20,65,-1,-419,13,64
44969,20,64,-1,-419,13,65
44987,21,64,-1,-420,14,65
45004,20,65,-1,-420,15,66
45021,20,65,-1,-420,15,66
45037,17,62,0,-420,15,66
45055,15,62,0,-421,15,66
45073,14,61,0,-421,15,66
45089,15,60,0,-422,15,66
45107,15,60,0,-422,15,66
45123,11,59,0,-422,14,66
45143,15,61,0,-422,15,66
45162,18,61,0,-423,15,65
45179,16,60,0,-423,15,65
45195,15,63,0,-423,15,66
45212,15,63,0,-423,15,66
45228,12,63,0,-424,15,66
45245,12,63,0,-424,14,66
45262,15,63,0,-424,14,66
45278,15,63,0,-424,14,66
45296,18,63,0,-425,15,66
45312,19,63,0,-425,15,66
45329,17,62,0,-425,15,66
45346,14,63,0,-425,15,66
45362,14,65,0,-426,15,67
45379,14,65,0,-426,15,67
45396,17,62,0,-426,15,67
45416,15,62,0,-427,15,66
45433,17,58,0,-427,15,66
45451,15,58,0,-428,15,66
45469,15,58,0,-428,15,66
45487,13,60,0,-428,15,65
45506,12,63,0,-428,14,65
45526,10,62,0,-429,14,65
45544,10,58,0,-429,13,65
45562,13,57,0,-430,13,65
45579,11,57,0,-430,13,64
45598,12,58,0,-430,13,64
45615,12,58,0,-430,13,64
45632,14,61,0,-431,13,64
45649,13,62,0,-431,13,64
45667,15,62,0,-431,13,64
45687,16,61,0,-432,13,64
45705,18,62,0,-432,14,64
45722,18,62,0,-432,14,64
45739,17,63,0,-433,14,64
