-54,00;-43,91;-56,84
-55,28;-43,09;-55,87
-56,04;-42,39;-55,35
-54,40;-41,87;-54,74
-57,64;-41,41;-54,95
-54,98;-40,92;-54,57
-54,14;-40,37;-54,04
-54,33;-39,64;-53,52
-52,66;-38,85;-52,71
-50,78;-38,10;-51,72
-52,92;-37,29;-51,31
-54,00;-36,46;-51,19
-52,24;-35,32;-50,48
-49,63;-34,00;-49,26
-54,27;-32,59;-49,14
-45,05;-30,94;-46,99
-42,20;-29,62;-44,98
-42,76;-28,45;-43,60
-44,71;-27,25;-42,86
-45,88;-26,10;-42,54
-38,37;-24,83;-40,70
-27,44;-23,96;-37,35
-32,51;-23,56;-36,05
-38,38;-23,23;-36,26
-37,86;-22,80;-36,23
-42,02;-22,02;-36,77
-39,07;-21,06;-36,46
-29,33;-20,34;-34,46
-30,91;-19,82;-33,33
-37,23;-19,26;-33,66
-37,97;-18,31;-33,77
-37,24;-17,08;-33,47
-29,45;-15,82;-31,66
-25,78;-14,66;-29,56
-26,53;-13,86;-28,31
-30,99;-13,00;-28,16
-30,15;-11,87;-27,65
-27,47;-10,65;-26,64
-22,83;-9,45;-24,92
-18,18;-8,46;-22,78
-18,54;-7,66;-21,29
-20,09;-6,87;-20,42
-23,94;-6,05;-20,47
-25,18;-5,00;-20,58
-19,56;-3,83;-19,43
-17,24;-2,68;-18,07
-15,41;-1,61;-16,68
-12,96;-0,64;-15,17
-11,06;0,29;-13,60
-15,21;1,16;-13,22
-13,19;2,13;-12,45
-12,22;3,09;-11,63
-11,97;4,00;-10,97
-10,08;4,97;-10,01
-8,95;5,82;-9,12
-6,94;6,72;-7,96
-9,02;7,56;-7,50
-7,39;8,39;-6,82
-4,58;9,20;-5,72
-7,21;9,99;-5,39
-5,32;10,89;-4,65
-2,87;11,85;-3,53
-0,55;12,67;-2,28
0,25;13,50;-1,11
0,71;14,28;-0,12
1,56;15,16;0,92
-0,66;15,97;1,25
1,17;16,89;1,97
1,29;17,93;2,67
3,71;18,92;3,67
4,91;19,90;4,70
3,27;20,93;5,24
4,74;22,10;6,08
8,99;23,27;7,60
8,60;24,31;8,63
9,22;25,47;9,67
10,52;26,56;10,71
11,90;27,65;11,82
10,56;29,04;12,68
16,96;30,22;14,49
17,55;31,47;16,10
18,57;32,59;17,48
17,10;33,78;18,36
17,17;35,24;19,29
17,35;36,79;20,14
22,07;38,51;21,91
29,53;40,20;24,78
30,18;41,44;26,85
26,70;42,82;27,92
23,44;44,21;28,14
27,40;45,86;29,31
32,34;47,58;31,29
37,76;48,84;33,60
35,48;50,05;34,93
35,24;51,13;35,87
34,79;52,30;36,58
38,41;53,49;37,90
41,22;54,48;39,36
41,85;55,64;40,78
39,49;56,73;41,39
42,67;57,80;42,51
42,49;58,75;43,27
41,18;59,59;43,52
47,14;60,55;45,02
45,08;61,46;45,76
45,12;62,46;46,42
49,14;63,82;48,06
55,03;64,57;50,05
42,26;65,65;49,36
54,05;66,58;51,04
53,74;67,42;52,25
50,88;68,43;52,78
54,36;69,40;53,87
53,90;70,48;54,75
57,10;71,40;55,95
54,08;72,38;56,36
57,85;73,53;57,58
58,08;74,56;58,51
61,13;75,72;59,96
60,38;76,75;60,87
58,05;77,77;61,12
61,04;79,10;62,17
62,11;80,35;63,16
64,79;81,77;64,62
66,42;83,04;65,99
68,30;84,19;67,38
70,12;85,57;69,03
71,15;86,79;70,43
72,44;87,86;71,69
72,21;88,81;72,55
73,74;89,66;73,47
76,05;90,54;74,69
75,94;91,17;75,44
74,69;91,68;75,70
74,72;92,22;75,94
75,28;92,70;76,19
77,67;93,01;76,74
75,10;93,32;76,65
74,41;93,77;76,57
73,25;94,19;76,24
77,32;94,58;76,77
74,54;94,96;76,62
76,53;95,36;76,92
77,92;95,85;77,51
77,79;96,30;77,93
81,01;96,72;78,88
80,20;97,23;79,55
79,40;97,73;79,92
76,91;98,21;79,71
83,28;98,67;80,79
83,44;99,20;81,74
78,13;99,68;81,40
80,00;100,09;81,45
82,08;100,49;81,90
81,10;100,91;82,07
84,27;101,49;82,97
81,89;102,04;83,20
82,61;102,42;83,39
79,75;102,75;82,92
80,11;103,08;82,62
78,67;103,35;82,05
83,05;103,81;82,62
84,91;104,29;83,45
81,94;104,79;83,55
87,13;105,36;84,73
83,32;105,84;84,83
85,97;106,27;85,40
81,95;106,75;85,10
83,06;107,27;85,10
82,35;107,45;84,70
82,61;107,78;84,55
85,52;108,34;85,18
82,67;108,69;84,96
84,04;109,07;85,08
86,62;109,39;85,64
83,72;109,81;85,60
84,08;110,08;85,51
82,19;110,18;84,93
82,49;110,29;84,53
82,94;110,35;84,26
82,84;110,41;84,02
83,42;110,33;83,84
83,27;110,23;83,64
82,28;109,94;83,14
81,01;109,77;82,57
81,77;109,50;82,20
83,02;109,28;82,19
81,32;108,94;81,74
82,05;108,35;81,33
87,58;107,75;82,10
82,17;107,31;81,76
84,34;106,84;81,90
87,71;106,23;82,57
79,32;105,62;81,44
87,64;104,98;82,17
87,24;104,51;82,80
80,73;103,90;81,91
82,77;103,28;81,58
88,81;102,62;82,50
84,04;102,21;82,48
81,43;101,73;81,89
86,62;101,16;82,37
83,64;100,73;82,29
81,93;100,26;81,84
79,70;99,74;80,99
81,77;99,20;80,72
80,03;98,46;79,99
80,18;97,75;79,46
79,76;97,17;79,05
75,76;96,59;77,93
77,92;95,86;77,34
77,65;94,84;76,59
80,39;93,75;76,48
74,77;92,92;75,47
72,27;92,25;74,30
75,26;91,53;73,91
72,01;90,67;72,85
67,76;90,07;71,35
70,04;89,58;70,70
71,92;89,12;70,57
72,00;88,50;70,36
71,22;87,86;70,02
73,10;87,40;70,27
70,54;86,92;69,94
69,90;86,34;69,47
69,35;85,51;68,78
67,80;84,61;67,86
62,63;83,91;66,25
67,69;83,24;66,01
67,14;82,50;65,64
66,29;81,37;64,87
66,54;79,72;63,88
70,70;77,98;63,86
54,52;76,55;60,85
38,09;76,16;55,98
54,21;75,94;55,45
57,61;75,31;55,38
55,78;74,42;54,75
60,60;73,16;54,91
59,49;72,11;54,98
52,07;71,39;53,82
50,09;70,90;52,69
49,11;70,52;51,66
47,23;70,07;50,42
48,54;69,76;49,79
52,84;69,64;50,31
53,94;69,74;51,11
56,93;69,78;52,31
55,32;69,51;52,70
50,65;69,13;51,99
53,24;68,75;51,93
50,07;68,31;51,20
49,13;67,93;50,49
51,86;67,52;50,43
50,08;67,00;49,95
51,17;66,31;49,64
52,26;65,39;49,43
49,23;64,48;48,67
47,29;63,43;47,55
46,37;62,41;46,50
45,38;61,33;45,40
42,87;60,16;43,97
40,37;59,17;42,45
42,47;58,16;41,65
43,19;56,95;40,99
41,14;55,75;40,06
39,52;54,44;38,90
37,38;53,38;37,75
29,68;52,41;35,36
28,19;51,79;33,43
29,99;51,44;32,46
30,05;51,21;31,79
32,85;50,93;31,78
32,91;50,33;31,53
31,87;49,60;31,01
32,59;48,89;30,76
33,09;48,01;30,52
33,62;47,11;30,42
32,97;45,92;29,98
32,23;44,40;29,22
31,59;42,80;28,41
26,25;40,99;26,53
24,97;39,45;24,98
18,66;37,94;22,51
15,62;36,59;20,06
13,04;35,48;17,76
10,72;34,47;15,55
14,89;33,71;14,81
18,87;32,80;14,89
17,51;31,57;14,43
12,78;30,48;13,23
8,94;29,33;11,45
8,18;28,31;9,98
5,70;27,52;8,49
9,94;26,68;8,11
14,33;25,83;8,67
11,65;24,62;8,30
5,40;23,54;6,85
1,25;22,49;4,90
3,08;21,49;3,73
3,32;20,57;2,91
-1,56;19,56;1,22
0,60;18,66;0,37
-1,18;17,89;-0,56
-1,32;17,08;-1,36
-0,25;16,29;-1,76
0,16;15,25;-2,21
-0,59;14,34;-2,61
-1,71;13,32;-3,25
-2,93;12,24;-4,05
-5,70;11,14;-5,26
-6,17;9,95;-6,40
-9,33;8,81;-7,90
-6,98;7,67;-8,62
-12,26;6,48;-10,31
-17,23;5,50;-12,47
-14,60;4,54;-13,67
-15,87;3,53;-14,92
-15,78;2,54;-15,88
-15,22;1,44;-16,62
-17,11;0,50;-17,47
-19,11;-0,56;-18,65
-16,68;-1,66;-19,13
-20,43;-2,73;-20,26
-22,75;-3,91;-21,70
-21,12;-4,94;-22,40
-22,50;-6,13;-23,37
-25,57;-7,25;-24,71
-29,11;-8,50;-26,59
-24,86;-9,77;-27,26
-26,14;-10,98;-28,01
-32,86;-12,39;-30,10
-31,30;-13,66;-31,36
-35,15;-15,04;-33,22
-34,12;-16,39;-34,48
-30,75;-17,68;-34,77
-37,70;-19,03;-36,44
-40,11;-20,06;-37,99
-42,00;-21,10;-39,62
-39,33;-22,25;-40,48
-38,91;-23,27;-40,98
-40,70;-24,46;-41,89
-43,57;-25,61;-43,14
-45,13;-26,64;-44,36
-46,34;-27,67;-45,58
-46,98;-28,63;-46,63
-47,76;-29,53;-47,58
-49,43;-30,43;-48,67
-49,90;-31,28;-49,59
-50,37;-32,19;-50,48
-49,43;-33,09;-50,99
-53,26;-33,87;-52,06
-52,06;-34,59;-52,64
-53,19;-35,38;-53,38
-57,36;-36,20;-54,83
-55,68;-36,95;-55,60
-55,38;-37,68;-56,14
-55,57;-38,39;-56,60
-57,33;-39,06;-57,28
-58,50;-39,74;-58,07
-59,96;-40,32;-58,91
-57,35;-40,84;-59,02
-57,88;-41,37;-59,21
-61,21;-41,97;-60,09
-62,31;-42,53;-60,98
-63,48;-43,00;-61,85
-62,54;-43,56;-62,44
-57,83;-44,20;-62,03
-60,68;-44,90;-62,32
-64,95;-45,76;-63,54
-66,03;-46,59;-64,70
-66,54;-47,53;-65,82
-67,78;-48,47;-66,96
-65,64;-49,40;-67,44
-63,78;-50,59;-67,66
-71,96;-51,74;-69,44
-73,44;-52,71;-71,02
-70,78;-53,59;-71,68
-48,88;-54,09;-67,52
-76,42;-54,97;-70,00
-78,61;-55,66;-72,27
-66,45;-56,40;-71,70
-76,59;-57,25;-73,36
-77,04;-58,05;-74,73
-76,85;-58,79;-75,75
-79,77;-59,42;-77,06
-74,37;-60,09;-77,06
-79,17;-60,71;-77,97
-75,51;-60,95;-77,67
-80,17;-61,47;-78,59
-79,05;-61,92;-79,04
-77,65;-62,33;-79,09
-79,23;-62,77;-79,46
-76,59;-63,41;-79,40
-81,30;-64,03;-80,28
-81,06;-64,59;-80,88
-87,65;-65,23;-82,74
-79,94;-66,06;-82,85
-80,69;-66,90;-83,09
-78,56;-67,68;-82,81
-80,02;-68,49;-82,90
-85,77;-69,28;-84,11
-78,39;-69,95;-83,50
-80,27;-69,80;-82,74
-82,71;-70,01;-82,90
-69,12;-70,34;-80,41
-80,31;-70,76;-80,72
-87,52;-70,96;-82,24
-81,00;-70,97;-82,00
-81,62;-70,90;-81,87
-81,29;-70,87;-81,73
-72,85;-70,89;-79,97
-82,17;-70,87;-80,39
-82,75;-71,00;-80,97
-83,32;-71,01;-81,45
-84,33;-71,06;-82,06
-80,23;-71,12;-81,75
-82,72;-71,09;-81,91
-83,57;-70,99;-82,16
-81,16;-70,82;-81,83
-81,62;-70,63;-81,64
-82,97;-70,44;-81,75
-79,98;-70,26;-81,25
-82,67;-70,03;-81,35
-80,52;-69,84;-81,03
-80,84;-69,66;-80,85
-82,00;-69,39;-80,87
-84,21;-69,00;-81,22
-79,23;-68,50;-80,43
-82,04;-67,79;-80,17
-82,52;-67,05;-80,06
-75,12;-66,28;-78,45
-78,40;-65,32;-77,67
-85,54;-63,99;-78,19
-79,92;-62,58;-77,40
-79,79;-61,54;-77,05
-73,19;-60,36;-75,33
-71,65;-59,08;-73,57
-80,41;-57,85;-73,96
-75,20;-56,47;-73,10
-73,82;-55,23;-72,25
-70,74;-54,21;-71,13
-72,99;-53,51;-70,94
-69,27;-52,80;-70,04
-67,09;-51,66;-68,54
-70,06;-50,42;-67,85
-67,94;-49,29;-66,97
-72,02;-48,36;-67,23
-73,41;-47,90;-68,10
-67,70;-47,15;-67,42
-63,97;-46,17;-65,95
-67,14;-44,88;-65,16
-61,48;-43,69;-63,46
-59,31;-42,87;-61,98
-63,43;-42,28;-61,80
-63,62;-41,43;-61,49
-62,54;-40,35;-60,83
-54,28;-39,51;-58,85
-54,89;-38,82;-57,51
-59,20;-38,24;-57,38
-54,03;-37,73;-56,30
-57,75;-36,98;-55,99
-60,83;-35,89;-56,09
-55,14;-34,85;-55,06
-52,29;-33,75;-53,63
-55,68;-32,85;-53,32
-55,69;-31,91;-53,04
-56,26;-30,66;-52,69
-53,89;-29,30;-51,84
-54,50;-27,57;-50,99
-48,09;-25,68;-48,90
-44,41;-23,86;-46,55
-44,46;-22,03;-44,66
-42,64;-20,36;-42,92
-40,93;-18,46;-41,01
-38,22;-16,52;-38,90
-32,32;-14,86;-36,25
-31,61;-13,22;-34,01
-30,46;-11,86;-32,22
-27,69;-10,71;-30,39
-27,59;-9,65;-28,98
-27,07;-8,86;-27,97
-24,32;-8,20;-26,71
-25,47;-7,75;-26,10
-29,13;-7,29;-26,34
-28,14;-6,71;-26,23
-27,44;-6,09;-25,98
-25,69;-5,29;-25,28
-24,26;-4,55;-24,49
-24,66;-3,81;-23,93
-24,85;-2,98;-23,45
-27,79;-2,05;-23,58
-24,71;-0,76;-22,77
-25,24;0,59;-22,18
-21,46;2,32;-20,66
-13,66;3,84;-18,04
-13,94;5,13;-16,19
-15,86;6,42;-15,09
-12,93;7,59;-13,73
-15,58;9,01;-12,96
-16,38;10,44;-12,50
-8,77;12,03;-10,48
-2,05;13,41;-7,69
-4,07;14,34;-6,22
-5,81;15,25;-5,41
-9,29;16,15;-5,46
-7,96;17,21;-5,12
-9,17;18,46;-4,93
-0,28;19,78;-2,94
4,18;20,98;-0,56
2,73;21,92;0,85
1,20;22,75;1,58
-0,88;23,80;1,93
-2,17;25,01;2,08
3,70;26,47;3,57
7,79;27,73;5,42
9,00;29,02;7,17
4,62;30,32;7,70
2,95;31,77;7,91
11,88;33,31;9,93
13,23;34,63;11,65
16,85;35,75;13,58
18,95;36,61;15,35
15,79;37,37;16,04
13,91;38,32;16,38
13,27;39,36;16,58
18,69;40,48;17,90
22,09;41,42;19,50
23,01;42,13;20,77
21,01;42,88;21,41
19,36;43,70;21,66
20,91;44,71;22,32
21,82;45,74;23,04
26,04;46,71;24,42
29,29;47,58;26,09
26,75;48,29;26,79
24,60;49,16;27,05
25,55;50,04;27,46
25,46;51,09;27,89
28,49;52,12;28,84
32,14;53,09;30,28
32,67;54,06;31,53
29,55;55,01;31,89
29,83;56,07;32,33
32,08;57,30;33,26
34,91;58,46;34,52
37,91;59,65;36,15
40,93;60,63;37,89
36,35;61,60;38,36
36,56;62,81;38,96
38,82;64,02;39,91
42,50;65,41;41,54
44,33;66,74;43,15
46,99;67,94;44,88
48,48;69,01;46,46
46,99;70,03;47,38
49,80;71,12;48,74
47,83;72,20;49,42
47,75;73,20;49,89
49,16;74,25;50,58
50,09;75,13;51,18
51,57;76,10;52,04
54,03;77,03;53,18
56,07;77,90;54,45
56,20;78,80;55,52
57,21;79,66;56,55
56,20;80,49;57,15
56,31;81,46;57,75
55,00;82,44;57,99
58,43;83,63;59,03
60,35;84,76;60,20
61,23;85,91;61,32
61,96;86,97;62,30
59,53;88,04;62,60
61,63;89,25;63,38
64,69;90,24;64,43
68,34;91,25;66,02
66,05;92,25;66,83
74,86;92,79;68,87
63,48;93,58;68,42
75,56;94,22;70,36
72,20;94,67;71,09
72,88;95,20;71,87
75,71;95,63;72,98
71,09;96,03;72,93
74,44;96,47;73,58
67,89;96,83;72,73
72,33;97,22;72,96
70,22;97,55;72,67
70,34;97,94;72,52
74,02;98,32;73,13
73,02;98,55;73,29
77,88;98,76;74,37
71,08;98,98;73,89
75,99;99,28;74,55
72,28;99,60;74,35
69,82;99,93;73,71
74,04;100,32;74,09
74,10;100,80;74,47
75,75;101,07;74,94
80,25;101,48;76,34
76,91;101,89;76,78
70,83;102,39;75,99
74,33;102,90;76,07
77,02;103,30;76,57
76,82;103,78;77,01
75,01;104,16;76,91
82,81;104,60;78,44
73,77;105,08;77,89
77,09;105,60;78,15
77,29;106,18;78,44
78,76;106,72;78,94
81,82;107,20;79,90
80,61;107,59;80,35
81,56;107,79;80,76
81,41;108,02;81,07
75,02;108,25;80,05
79,45;108,51;80,14
79,75;108,84;80,32
79,27;109,15;80,36
80,78;109,50;80,72
78,95;109,74;80,56
81,97;109,90;80,97
80,32;110,07;80,97
83,02;110,25;81,53
79,03;110,40;81,15
81,71;110,45;81,30
80,51;110,55;81,23
81,68;110,57;81,33
83,44;110,64;81,81
83,31;110,71;82,16
82,66;110,72;82,27
79,21;110,79;81,71
81,49;110,81;81,69
80,12;110,75;81,32
85,58;110,59;82,05
83,08;110,53;82,21
82,44;110,49;82,22
83,15;110,31;82,26
82,27;110,04;82,05
80,69;109,90;81,67
79,86;109,77;81,19
81,65;109,40;80,99
81,52;109,05;80,82
81,91;108,71;80,76
83,08;108,57;81,12
78,94;108,32;80,48
81,25;107,91;80,30
80,57;107,49;80,02
81,91;106,87;79,90
77,16;106,16;78,79
79,51;105,41;78,33
77,26;104,68;77,54
80,64;103,91;77,54
80,15;103,10;77,42
73,61;102,03;75,80
76,46;100,80;74,94
77,84;99,20;74,24
75,55;98,15;73,66
70,67;97,40;72,46
75,44;96,21;72,11
74,18;94,66;71,28
76,66;92,99;71,02
74,25;91,66;70,60
66,10;90,58;68,84
67,10;89,16;67,36
64,72;87,40;65,42
64,51;85,57;63,78
61,39;84,11;62,13
60,22;83,01;60,87
56,38;82,13;59,26
54,35;81,20;57,54
53,17;80,10;55,78
55,59;78,79;54,70
54,33;77,37;53,49
53,16;76,03;52,35
50,05;74,98;51,05
46,80;74,02;49,43
52,08;72,90;49,07
52,10;71,39;48,46
48,67;69,72;47,17
48,58;68,08;46,14
44,18;66,61;44,57
38,83;65,28;42,36
45,20;63,70;41,66
45,33;61,74;40,83
35,93;59,66;38,18
34,53;57,85;36,01
29,19;56,39;33,47
27,14;55,20;31,26
27,67;54,11;29,67
27,09;52,95;28,23
29,20;51,68;27,41
25,84;50,59;26,21
23,63;49,60;24,91
22,34;48,81;23,76
25,59;47,99;23,47
28,59;46,85;23,58
25,24;45,55;22,87
18,83;44,27;21,04
14,30;43,30;18,92
18,48;42,41;18,12
20,95;41,29;17,79
22,17;39,96;17,60
16,91;38,39;16,21
11,71;36,89;14,11
6,56;35,67;11,62
8,88;34,67;10,28
13,87;33,68;10,20
6,75;32,56;8,62
6,23;31,46;7,26
7,55;30,37;6,44
3,21;29,36;4,99
4,29;28,49;4,15
6,61;27,50;3,85
